# estimated x; estimated y; actual x; actual y; error distance
11.0;5.0;10.99;7.19;2.1900228309312215
13.5;6.5;10.99;7.19;2.603113520382851
13.0;5.5;10.99;7.19;2.626061690059851
11.5;5.5;10.99;7.19;1.765276182357877
11.0;5.5;10.99;7.19;1.6900295855398513
11.0;5.5;11.76;7.76;2.3843657437566073
11.0;5.5;11.76;7.76;2.3843657437566073
12.0;5.5;11.76;7.76;2.272707636278806
10.5;5.0;11.76;7.76;3.0340072511449274
10.0;5.5;11.76;7.76;2.864472028140613
11.0;4.5;11.39;5.0;0.634113554499508
12.0;5.5;11.39;5.0;0.7887331614684394
13.0;6.5;11.39;5.0;2.200477220968215
10.5;5.0;11.39;5.0;0.8900000000000006
11.0;4.5;11.39;5.0;0.634113554499508
10.5;5.5;12.95;5.25;2.46272207120495
11.0;4.5;12.95;5.25;2.089258241577617
7.5;8.0;12.95;5.25;6.104506532063013
12.0;5.5;12.95;5.25;0.9823441352194243
10.5;5.5;12.95;5.25;2.46272207120495
13.5;6.5;13.46;7.85;1.350592462588178
12.5;5.5;13.46;7.85;2.5385231927244627
11.5;4.5;13.46;7.85;3.88124979871175
6.0;6.5;13.46;7.85;7.581167456269517
11.5;5.5;13.46;7.85;3.0600816982557837
10.5;5.0;14.98;7.55;5.154890881483332
13.0;6.5;14.98;7.55;2.2411827234743718
14.0;6.5;14.98;7.55;1.4362799170078235
12.0;5.0;14.98;7.55;3.92210402717725
14.5;5.0;14.98;7.55;2.5947832279402454
1.5;-9.75;21.45;6.62;25.80657668114855
23.0;6.5;21.45;6.62;1.5546382215808288
23.5;5.5;21.45;6.62;2.3360008561642274
22.0;6.0;21.45;6.62;0.8287943049997394
5.0;-3.5;21.45;6.62;19.313645435287455
1.0;-7.75;21.84;5.16;24.514764938705817
10.5;0.25;21.84;5.16;12.357333854841018
1.0;-7.75;21.84;5.16;24.514764938705817
9.0;-6.0;21.84;5.16;17.01208981871422
18.5;1.75;21.84;5.16;4.7732274196815725
1.0;-7.75;22.38;3.94;24.367201316523815
1.0;-4.5;22.38;3.94;22.98560419044929
15.0;7.5;22.38;3.94;8.193778127335397
1.0;-8.75;22.38;3.94;24.862431498145952
9.5;-4.0;22.38;3.94;15.130697274084891
0.5;-14.25;22.3;6.36;30.000201665988847
24.0;6.5;22.3;6.36;1.705754964817631
