# estimated x; estimated y; actual x; actual y; error distance; percentages of error values equal or smaller to this;
0.5;-10.75;31.78;7.62;36.27527119126748;0.0
0.5;-10.75;32.68;3.48;35.18586790175851;0.43668122270742354
27.5;5.0;1.15;-15.15;33.17144856650068;0.8733624454148471
0.5;-10.75;28.12;7.57;33.143427704448435;1.3100436681222707
27.5;3.5;1.15;-15.15;32.282270676022776;1.7467248908296942
27.5;3.5;1.15;-15.15;32.282270676022776;2.6200873362445414
27.5;4.5;-0.95;-9.95;31.90932465596851;2.6200873362445414
27.0;6.0;1.55;-11.95;31.143297834365583;3.056768558951965
0.5;-10.75;25.23;7.78;30.90200317131561;3.4934497816593884
26.5;5.5;1.55;-11.95;30.446756805939117;3.9301310043668125
29.5;5.5;1.65;-6.3;30.246694034224635;4.366812227074235
26.0;5.5;1.55;-11.95;30.038392100776633;4.8034934497816595
1.5;-10.25;25.23;7.78;29.802580425191373;5.240174672489083
27.5;4.5;1.2;-9.05;29.585342654767413;5.676855895196507
19.0;4.0;0.85;-18.55;28.94693420726969;6.11353711790393
23.0;7.5;1.2;-9.05;27.37046766133162;6.550218340611353
1.0;5.75;28.12;7.57;27.18100071741289;6.986899563318777
23.5;5.0;1.2;-9.05;26.357019937769902;7.423580786026202
25.0;5.5;1.65;-6.3;26.162234231808263;7.860262008733625
19.0;4.0;-2.05;-11.1;25.905839110131136;8.296943231441048
24.0;7.0;1.2;-3.7;25.185908758669004;8.73362445414847
25.0;7.5;1.85;-2.25;25.11941480210078;9.170305676855897
24.0;4.5;1.65;-6.3;24.822620731905;9.606986899563319
19.0;4.0;-0.95;-9.95;24.343479619807848;10.043668122270741
22.5;7.5;1.2;-3.7;24.065119987234638;10.480349344978166
24.0;7.0;1.85;-2.25;24.003853857245506;10.91703056768559
18.5;1.75;0.75;-13.05;23.1106577145697;11.353711790393014
22.5;7.5;1.85;-2.25;22.836046067566073;11.790393013100436
22.5;7.5;1.85;-2.25;22.836046067566073;12.663755458515283
11.0;-1.5;32.16;7.08;22.83335279804523;12.663755458515283
11.5;-5.0;32.68;3.48;22.814530457583388;13.100436681222707
11.0;-1.5;31.78;7.62;22.693232471377897;13.537117903930133
17.0;-2.75;0.85;-18.55;22.593417182887585;13.973799126637553
11.0;0.0;31.78;7.62;22.133070279561306;14.41048034934498
8.0;2.75;28.12;7.57;20.68929191635132;14.847161572052403
11.5;-0.25;-6.35;-10.2;20.43587531768581;15.283842794759824
13.5;-0.25;-4.1;-9.9;20.07193314058215;15.72052401746725
15.0;1.25;-0.95;-9.95;19.489548481173184;16.157205240174672
14.5;-1.25;31.78;7.62;19.423575880872193;16.593886462882097
17.0;-2.75;0.75;-13.05;19.239347702040213;17.03056768558952
16.0;0.25;1.55;-11.95;18.911438337683357;17.46724890829694
18.0;2.75;1.2;-3.7;17.995624468186705;17.903930131004365
7.0;-5.0;22.38;3.94;17.78954749283972;18.340611353711793
12.0;-0.75;-2.05;-11.1;17.450644687231474;18.777292576419214
8.5;-4.0;21.45;6.62;16.74774313153865;19.213973799126638
-1.5;-6.0;-17.35;-11.2;16.68120199506019;19.65065502183406
15.0;3.25;1.65;-6.3;16.41417070704457;20.087336244541483
9.5;-4.0;21.84;5.16;15.368187921807827;20.52401746724891
16.0;0.25;1.2;-3.7;15.31804491441385;20.96069868995633
15.5;-0.25;1.65;-6.3;15.113735474726292;21.397379912663755
1.5;-6.0;-12.9;-10.5;15.08674915281619;21.83406113537118
9.0;-6.0;0.85;-18.55;14.96412376318774;22.270742358078603
14.5;2.75;1.2;-3.7;14.781491805633152;22.707423580786028
16.0;4.5;1.71;1.81;14.54098346055039;23.144104803493452
19.0;-0.25;32.68;3.48;14.179397025261688;23.580786026200872
9.0;-0.5;22.38;3.94;14.097446577306117;24.017467248908297
11.0;-3.5;0.75;-13.05;14.009461088849921;24.45414847161572
3.5;-6.0;-9.2;-10.75;13.559221954079813;24.890829694323145
8.0;-7.5;0.85;-18.55;13.161496875355782;25.327510917030565
2.5;-5.5;-9.2;-10.75;12.823903461894899;25.76419213973799
8.0;-3.5;-2.05;-11.1;12.600099205958658;26.200873362445414
